symbol,funding_time,datetime_utc,datetime_kst,funding_rate,mark_price
BTCUSDT,1780272000001,2026-06-01 00:00:00,2026-06-01 09:00:00,0.00005703,
BTCUSDT,1780300800001,2026-06-01 08:00:00,2026-06-01 17:00:00,0.00004438,
BTCUSDT,1780329600000,2026-06-01 16:00:00,2026-06-02 01:00:00,0.0001,
BTCUSDT,1780358400000,2026-06-02 00:00:00,2026-06-02 09:00:00,0.0001,
BTCUSDT,1780387200000,2026-06-02 08:00:00,2026-06-02 17:00:00,0.0000599,
BTCUSDT,1780416000000,2026-06-02 16:00:00,2026-06-03 01:00:00,0.00008345,
BTCUSDT,1780444800013,2026-06-03 00:00:00,2026-06-03 09:00:00,0.00007165,
BTCUSDT,1780473600000,2026-06-03 08:00:00,2026-06-03 17:00:00,0.00005229,
BTCUSDT,1780502400001,2026-06-03 16:00:00,2026-06-04 01:00:00,0.0001,
BTCUSDT,1780531200009,2026-06-04 00:00:00,2026-06-04 09:00:00,0.00002705,
BTCUSDT,1780560000000,2026-06-04 08:00:00,2026-06-04 17:00:00,0.00001519,
BTCUSDT,1780588800003,2026-06-04 16:00:00,2026-06-05 01:00:00,-0.00001077,
BTCUSDT,1780617600000,2026-06-05 00:00:00,2026-06-05 09:00:00,0.00001315,
BTCUSDT,1780646400004,2026-06-05 08:00:00,2026-06-05 17:00:00,-0.00001431,
BTCUSDT,1780675200009,2026-06-05 16:00:00,2026-06-06 01:00:00,-0.00000863,
BTCUSDT,1780704000000,2026-06-06 00:00:00,2026-06-06 09:00:00,-0.00001234,
BTCUSDT,1780732800000,2026-06-06 08:00:00,2026-06-06 17:00:00,0.00002675,
BTCUSDT,1780761600000,2026-06-06 16:00:00,2026-06-07 01:00:00,-0.00000511,
BTCUSDT,1780790400001,2026-06-07 00:00:00,2026-06-07 09:00:00,-0.00002828,
BTCUSDT,1780819200000,2026-06-07 08:00:00,2026-06-07 17:00:00,0.00000407,
BTCUSDT,1780848000000,2026-06-07 16:00:00,2026-06-08 01:00:00,0.00002742,
BTCUSDT,1780876800000,2026-06-08 00:00:00,2026-06-08 09:00:00,0.00003533,
BTCUSDT,1780905600005,2026-06-08 08:00:00,2026-06-08 17:00:00,0.00003454,
BTCUSDT,1780934400004,2026-06-08 16:00:00,2026-06-09 01:00:00,0.00000122,
BTCUSDT,1780963200000,2026-06-09 00:00:00,2026-06-09 09:00:00,-0.00001565,
BTCUSDT,1780992000000,2026-06-09 08:00:00,2026-06-09 17:00:00,0.00003041,
BTCUSDT,1781020800001,2026-06-09 16:00:00,2026-06-10 01:00:00,0.00000606,
BTCUSDT,1781049600001,2026-06-10 00:00:00,2026-06-10 09:00:00,0.00000365,
BTCUSDT,1781078400011,2026-06-10 08:00:00,2026-06-10 17:00:00,-0.00003385,
BTCUSDT,1781107200009,2026-06-10 16:00:00,2026-06-11 01:00:00,0.00002542,
BTCUSDT,1781136000000,2026-06-11 00:00:00,2026-06-11 09:00:00,-0.00000811,
BTCUSDT,1781164800004,2026-06-11 08:00:00,2026-06-11 17:00:00,0.00002525,
BTCUSDT,1781193600000,2026-06-11 16:00:00,2026-06-12 01:00:00,0.00002736,
BTCUSDT,1781222400000,2026-06-12 00:00:00,2026-06-12 09:00:00,-0.00001303,
BTCUSDT,1781251200000,2026-06-12 08:00:00,2026-06-12 17:00:00,0.00002446,
BTCUSDT,1781280000000,2026-06-12 16:00:00,2026-06-13 01:00:00,0.0000084,
BTCUSDT,1781308800000,2026-06-13 00:00:00,2026-06-13 09:00:00,0.00005357,
BTCUSDT,1781337600007,2026-06-13 08:00:00,2026-06-13 17:00:00,0.0000006,
BTCUSDT,1781366400002,2026-06-13 16:00:00,2026-06-14 01:00:00,0.00000938,
BTCUSDT,1781395200005,2026-06-14 00:00:00,2026-06-14 09:00:00,-0.0000451,
BTCUSDT,1781424000009,2026-06-14 08:00:00,2026-06-14 17:00:00,-0.00004657,
BTCUSDT,1781452800000,2026-06-14 16:00:00,2026-06-15 01:00:00,-0.00003265,
BTCUSDT,1781481600013,2026-06-15 00:00:00,2026-06-15 09:00:00,0.00002808,
BTCUSDT,1781510400013,2026-06-15 08:00:00,2026-06-15 17:00:00,0.00000621,
BTCUSDT,1781539200004,2026-06-15 16:00:00,2026-06-16 01:00:00,-0.00006079,
BTCUSDT,1781568000000,2026-06-16 00:00:00,2026-06-16 09:00:00,-0.00000428,
BTCUSDT,1781596800000,2026-06-16 08:00:00,2026-06-16 17:00:00,-0.0000111,
BTCUSDT,1781625600001,2026-06-16 16:00:00,2026-06-17 01:00:00,0.00000246,
BTCUSDT,1781654400012,2026-06-17 00:00:00,2026-06-17 09:00:00,0.00001957,
BTCUSDT,1781683200000,2026-06-17 08:00:00,2026-06-17 17:00:00,-0.00006685,
BTCUSDT,1781712000000,2026-06-17 16:00:00,2026-06-18 01:00:00,-0.00002582,
BTCUSDT,1781740800002,2026-06-18 00:00:00,2026-06-18 09:00:00,0.00002636,
BTCUSDT,1781769600000,2026-06-18 08:00:00,2026-06-18 17:00:00,0.00001896,
BTCUSDT,1781798400001,2026-06-18 16:00:00,2026-06-19 01:00:00,0.00000872,
BTCUSDT,1781827200005,2026-06-19 00:00:00,2026-06-19 09:00:00,0.00006039,
BTCUSDT,1781856000001,2026-06-19 08:00:00,2026-06-19 17:00:00,0.00001984,
BTCUSDT,1781884800001,2026-06-19 16:00:00,2026-06-20 01:00:00,0.00002823,
BTCUSDT,1781913600001,2026-06-20 00:00:00,2026-06-20 09:00:00,0.00005814,
BTCUSDT,1781942400000,2026-06-20 08:00:00,2026-06-20 17:00:00,0.00002633,
BTCUSDT,1781971200001,2026-06-20 16:00:00,2026-06-21 01:00:00,0.00003985,
BTCUSDT,1782000000000,2026-06-21 00:00:00,2026-06-21 09:00:00,0.00000778,
BTCUSDT,1782028800000,2026-06-21 08:00:00,2026-06-21 17:00:00,0.00003034,
BTCUSDT,1782057600000,2026-06-21 16:00:00,2026-06-22 01:00:00,0.00004189,
BTCUSDT,1782086400000,2026-06-22 00:00:00,2026-06-22 09:00:00,0.00006572,
BTCUSDT,1782115200000,2026-06-22 08:00:00,2026-06-22 17:00:00,0.00001514,
BTCUSDT,1782144000002,2026-06-22 16:00:00,2026-06-23 01:00:00,0.00004813,
BTCUSDT,1782172800003,2026-06-23 00:00:00,2026-06-23 09:00:00,0.00004041,
BTCUSDT,1782201600005,2026-06-23 08:00:00,2026-06-23 17:00:00,0.00001655,
BTCUSDT,1782230400002,2026-06-23 16:00:00,2026-06-24 01:00:00,-0.00001889,
BTCUSDT,1782259200005,2026-06-24 00:00:00,2026-06-24 09:00:00,0.00002154,
BTCUSDT,1782288000005,2026-06-24 08:00:00,2026-06-24 17:00:00,0.00002134,
BTCUSDT,1782316800003,2026-06-24 16:00:00,2026-06-25 01:00:00,0.00000027,
BTCUSDT,1782345600000,2026-06-25 00:00:00,2026-06-25 09:00:00,-0.00001423,
BTCUSDT,1782374400000,2026-06-25 08:00:00,2026-06-25 17:00:00,-0.00001803,
BTCUSDT,1782403200000,2026-06-25 16:00:00,2026-06-26 01:00:00,0.0000158,
BTCUSDT,1782432000010,2026-06-26 00:00:00,2026-06-26 09:00:00,0.00005298,
BTCUSDT,1782460800002,2026-06-26 08:00:00,2026-06-26 17:00:00,0.00005904,
BTCUSDT,1782489600000,2026-06-26 16:00:00,2026-06-27 01:00:00,0.00007308,
BTCUSDT,1782518400000,2026-06-27 00:00:00,2026-06-27 09:00:00,0.00005255,
BTCUSDT,1782547200000,2026-06-27 08:00:00,2026-06-27 17:00:00,0.00004284,
BTCUSDT,1782576000009,2026-06-27 16:00:00,2026-06-28 01:00:00,0.00003742,
BTCUSDT,1782604800000,2026-06-28 00:00:00,2026-06-28 09:00:00,0.00004258,
BTCUSDT,1782633600013,2026-06-28 08:00:00,2026-06-28 17:00:00,0.00001355,
BTCUSDT,1782662400000,2026-06-28 16:00:00,2026-06-29 01:00:00,0.0000443,
BTCUSDT,1782691200006,2026-06-29 00:00:00,2026-06-29 09:00:00,0.00003112,
BTCUSDT,1782720000013,2026-06-29 08:00:00,2026-06-29 17:00:00,0.00007444,
BTCUSDT,1782748800004,2026-06-29 16:00:00,2026-06-30 01:00:00,0.00008658,
BTCUSDT,1782777600000,2026-06-30 00:00:00,2026-06-30 09:00:00,0.00006175,
BTCUSDT,1782806400000,2026-06-30 08:00:00,2026-06-30 17:00:00,0.00008349,
BTCUSDT,1782835200005,2026-06-30 16:00:00,2026-07-01 01:00:00,0.00003327,
