symbol,open_time,datetime_utc,datetime_kst,open,high,low,close,volume,quote_volume
BTCUSDT,1780272000000,2026-06-01 00:00:00,2026-06-01 09:00:00,73674.39,73872,73654.06,73861.33,63.17605,4659382.0569118
BTCUSDT,1780272300000,2026-06-01 00:05:00,2026-06-01 09:05:00,73861.33,73879.67,73732.48,73753.75,48.91549,3610501.8770649
BTCUSDT,1780272600000,2026-06-01 00:10:00,2026-06-01 09:10:00,73753.74,73806.16,73718.57,73806.15,24.49997,1807071.607011
BTCUSDT,1780272900000,2026-06-01 00:15:00,2026-06-01 09:15:00,73806.15,73847.23,73724.57,73730.26,20.68017,1526136.6628994
BTCUSDT,1780273200000,2026-06-01 00:20:00,2026-06-01 09:20:00,73730.27,73826,73720.94,73802.25,17.91445,1321604.7242249
BTCUSDT,1780273500000,2026-06-01 00:25:00,2026-06-01 09:25:00,73802.25,73971.31,73802.25,73960,27.12952,2004832.211494
BTCUSDT,1780273800000,2026-06-01 00:30:00,2026-06-01 09:30:00,73960,74092,73836,73917.43,63.40427,4690036.3239946
BTCUSDT,1780274100000,2026-06-01 00:35:00,2026-06-01 09:35:00,73917.43,73940,73884.61,73898.75,18.71847,1383381.5916056
BTCUSDT,1780274400000,2026-06-01 00:40:00,2026-06-01 09:40:00,73898.75,73966.84,73868.56,73946.01,14.34333,1060398.364915
BTCUSDT,1780274700000,2026-06-01 00:45:00,2026-06-01 09:45:00,73946,74016.16,73942,73962.72,36.58711,2707059.5315436
BTCUSDT,1780275000000,2026-06-01 00:50:00,2026-06-01 09:50:00,73962.73,74000,73900.36,73924.01,20.36587,1506151.1310703
BTCUSDT,1780275300000,2026-06-01 00:55:00,2026-06-01 09:55:00,73924.01,73929.46,73876.17,73885,10.755,794849.2695408
BTCUSDT,1780275600000,2026-06-01 01:00:00,2026-06-01 10:00:00,73885.01,73916.01,73736,73741.15,23.93324,1766810.5044856
BTCUSDT,1780275900000,2026-06-01 01:05:00,2026-06-01 10:05:00,73741.16,73749.76,73576,73596.79,59.0931,4350338.7081667
BTCUSDT,1780276200000,2026-06-01 01:10:00,2026-06-01 10:10:00,73596.79,73632,73573,73573,32.90764,2422116.5258503
BTCUSDT,1780276500000,2026-06-01 01:15:00,2026-06-01 10:15:00,73573,73628.02,73573,73600.19,24.31245,1789494.568144
BTCUSDT,1780276800000,2026-06-01 01:20:00,2026-06-01 10:20:00,73600.19,73649.92,73600.18,73601.69,23.62371,1739142.2161844
BTCUSDT,1780277100000,2026-06-01 01:25:00,2026-06-01 10:25:00,73601.68,73643.63,73590,73604,40.84359,3006517.8120332
BTCUSDT,1780277400000,2026-06-01 01:30:00,2026-06-01 10:30:00,73604.01,73626.04,73592,73615.98,30.74149,2262748.3644476
BTCUSDT,1780277700000,2026-06-01 01:35:00,2026-06-01 10:35:00,73615.99,73642,73600,73603.9,16.96937,1249408.0274218
BTCUSDT,1780278000000,2026-06-01 01:40:00,2026-06-01 10:40:00,73603.9,73652,73461.35,73498,92.95177,6837161.8074046
BTCUSDT,1780278300000,2026-06-01 01:45:00,2026-06-01 10:45:00,73498,73572,73447.11,73563.73,25.69431,1888417.4874963
BTCUSDT,1780278600000,2026-06-01 01:50:00,2026-06-01 10:50:00,73563.74,73563.74,73350,73370,47.28756,3472702.1698747
BTCUSDT,1780278900000,2026-06-01 01:55:00,2026-06-01 10:55:00,73369.99,73370,73278.02,73292.92,46.18442,3386413.9833328
BTCUSDT,1780279200000,2026-06-01 02:00:00,2026-06-01 11:00:00,73292.92,73388,73222,73370.01,166.56542,12206839.2740727
BTCUSDT,1780279500000,2026-06-01 02:05:00,2026-06-01 11:05:00,73370.01,73548.09,73370,73520,57.75151,4241759.1347962
BTCUSDT,1780279800000,2026-06-01 02:10:00,2026-06-01 11:10:00,73520,73562.29,73506.22,73548.46,10.5593,776442.0961047
BTCUSDT,1780280100000,2026-06-01 02:15:00,2026-06-01 11:15:00,73548.45,73553.52,73454,73464.29,20.78869,1528169.8904604
BTCUSDT,1780280400000,2026-06-01 02:20:00,2026-06-01 11:20:00,73464.29,73545.25,73464.29,73493,18.18472,1336752.5766961
BTCUSDT,1780280700000,2026-06-01 02:25:00,2026-06-01 11:25:00,73493,73530.45,73492,73523.99,14.25079,1047598.6385533
BTCUSDT,1780281000000,2026-06-01 02:30:00,2026-06-01 11:30:00,73524,73524.68,73468.86,73498.34,8.35566,614126.1943054
BTCUSDT,1780281300000,2026-06-01 02:35:00,2026-06-01 11:35:00,73498.34,73572.27,73482.14,73572.27,16.44101,1208839.4844002
BTCUSDT,1780281600000,2026-06-01 02:40:00,2026-06-01 11:40:00,73572.27,73892.52,73554,73782.01,85.98317,6344158.8057851
BTCUSDT,1780281900000,2026-06-01 02:45:00,2026-06-01 11:45:00,73782,73858.85,73746,73802,23.20544,1712619.3653095
BTCUSDT,1780282200000,2026-06-01 02:50:00,2026-06-01 11:50:00,73802.01,73846.39,73772,73794,37.4396,2763380.6301995
BTCUSDT,1780282500000,2026-06-01 02:55:00,2026-06-01 11:55:00,73794,73809.8,73758,73790,46.97494,3466348.9705269
BTCUSDT,1780282800000,2026-06-01 03:00:00,2026-06-01 12:00:00,73789.99,74019.58,73788.01,73971.3,117.83509,8702786.0257136
BTCUSDT,1780283100000,2026-06-01 03:05:00,2026-06-01 12:05:00,73971.31,73984,73912.68,73973.48,23.81808,1761419.1128761
BTCUSDT,1780283400000,2026-06-01 03:10:00,2026-06-01 12:10:00,73973.48,73973.48,73875.99,73882.01,24.02496,1776075.1556147
BTCUSDT,1780283700000,2026-06-01 03:15:00,2026-06-01 12:15:00,73882,73947.12,73800,73918.09,45.9727,3396088.0249877
BTCUSDT,1780284000000,2026-06-01 03:20:00,2026-06-01 12:20:00,73918.09,73974,73906.33,73949.89,35.33155,2612460.4210889
