symbol,open_time,datetime_utc,datetime_kst,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,sum_oi,sum_oi_value,cvd_delta,oi_delta,net_long_delta,net_short_delta
ETHUSDT,1780272000000,2026-06-01 00:00:00,2026-06-01 09:00:00,2006.3,2014.87,2005.15,2013.41,23363.572,46983560.58276,27102,12517.641,25170641.36124,2228845.124,4471757733.58518124,1671.71,132.667,968.522,-703.188
ETHUSDT,1780272300000,2026-06-01 00:05:00,2026-06-01 09:05:00,2013.41,2014.27,2008.14,2009.25,24220.141,48704792.87154,25503,9768.279,19640545.53809,2228460.457,4487580677.593297,-4683.583,-384.667,-2726.4585,1957.1245
ETHUSDT,1780272600000,2026-06-01 00:10:00,2026-06-01 09:10:00,2009.24,2010.93,2007.7,2010.93,6116.622,12288340.45459,10147,3356.602,6744152.8023,2229747.875,4480098620.36499977,596.582,1287.418,1585.709,989.127
ETHUSDT,1780272900000,2026-06-01 00:15:00,2026-06-01 09:15:00,2010.94,2012.9,2008.01,2008.01,5383.183,10822972.37272,12593,2443.267,4911755.57885,2230415.879,4484161908.09434032,-496.649,668.004,419.6795,916.3285
ETHUSDT,1780273200000,2026-06-01 00:20:00,2026-06-01 09:20:00,2008.02,2012.79,2007.7,2011.73,4689.86,9428214.50342,11573,2479.295,4984550.05625,2230785.33,4479697450.93438435,268.73,369.451,503.816,235.086
ETHUSDT,1780273500000,2026-06-01 00:25:00,2026-06-01 09:25:00,2011.72,2016.88,2011.72,2016.23,14347.349,28909035.63679,15596,7718.804,15551544.25378,2231388.536,4489027126.73750401,1090.259,603.206,1148.3355,58.0765
ETHUSDT,1780273800000,2026-06-01 00:30:00,2026-06-01 09:30:00,2016.24,2020.9,2011.38,2014.21,24876.374,50156802.11406,31670,11508.113,23208315.5863,2231508.52,4499653185.73611927,-1860.148,119.984,-810.09,1050.058
ETHUSDT,1780274100000,2026-06-01 00:35:00,2026-06-01 09:35:00,2014.2,2015.9,2013.1,2013.98,4880.763,9831147.69812,12095,1781.993,3589520.06223,2231653.06,4494995593.45199966,-1316.777,144.54,-513.8485,802.9285
ETHUSDT,1780274400000,2026-06-01 00:40:00,2026-06-01 09:40:00,2013.98,2016.48,2012.66,2015.26,6989.87,14084538.83293,11615,4095.586,8252686.49572,2231428.18,4494051725.95639992,1201.302,-224.88,375.771,-825.531
ETHUSDT,1780274700000,2026-06-01 00:45:00,2026-06-01 09:45:00,2015.27,2019.2,2015.01,2016.72,15239.652,30748775.74469,21349,9134.104,18428847.41691,2232144.84,4498523410.5667305,3028.556,716.66,2230.938,-797.618
ETHUSDT,1780275000000,2026-06-01 00:50:00,2026-06-01 09:50:00,2016.72,2019,2014.79,2015.05,7105.149,14329116.17663,13133,2428.38,4898049.5768,2230252.6,4498610120.29054737,-2248.389,-1892.24,-3016.4345,-768.0455
ETHUSDT,1780275300000,2026-06-01 00:55:00,2026-06-01 09:55:00,2015.05,2015.36,2013.78,2014.83,4714.871,9497613.51847,9610,2402.508,4839441.193,2229084.955,4491776251.4031353,90.145,-1167.645,-1122.5725,-1212.7175
ETHUSDT,1780275600000,2026-06-01 01:00:00,2026-06-01 10:00:00,2014.82,2016.17,2010.75,2010.75,9651.013,19429357.2,19003,4115.975,8287529.20224,2229486.414,4492013816.65548038,-1419.063,401.459,-308.0725,1110.9905
ETHUSDT,1780275900000,2026-06-01 01:05:00,2026-06-01 10:05:00,2010.75,2011.88,2003.7,2005.65,23618.383,47404094.45601,23661,12896.791,25881603.80912,2229997.094,4483966656.76049995,2175.199,510.68,1598.2795,-576.9195
ETHUSDT,1780276200000,2026-06-01 01:10:00,2026-06-01 10:10:00,2005.65,2007.24,2004.52,2004.57,11778.713,23628355.25661,17937,5842.376,11720703.0841,2229841.219,4472281040.88735008,-93.961,-155.875,-202.8555,-108.8945
ETHUSDT,1780276500000,2026-06-01 01:15:00,2026-06-01 10:15:00,2004.57,2007,2004.57,2004.7,7108.169,14257428.25405,14209,3715.65,7452887.88395,2230481.916,4471367923.55145168,323.131,640.697,802.2625,479.1315
ETHUSDT,1780276800000,2026-06-01 01:20:00,2026-06-01 10:20:00,2004.7,2007.22,2003.75,2003.88,8061.146,16165383.94252,13403,3227.346,6472275.52903,2230869.909,4472354625.61185074,-1606.454,387.993,-415.234,1191.22
ETHUSDT,1780277100000,2026-06-01 01:25:00,2026-06-01 10:25:00,2003.87,2005.09,2001.08,2003.58,13276.14,26596115.39907,18070,5971.094,11962918.49413,2231809.281,4472462564.75654316,-1333.952,939.372,272.396,1606.348
ETHUSDT,1780277400000,2026-06-01 01:30:00,2026-06-01 10:30:00,2003.57,2004.55,2002,2004.55,6527.61,13075320.39905,14685,3927.759,7867454.28032,2232880.251,4473754213.29858017,1327.908,1070.97,1734.924,407.016
ETHUSDT,1780277700000,2026-06-01 01:35:00,2026-06-01 10:35:00,2004.55,2006.11,2002.78,2003.72,5258.424,10540430.95864,14376,2728.789,5469840.51323,2233863.816,4477891712.36279964,199.154,983.565,1083.142,883.988
ETHUSDT,1780278000000,2026-06-01 01:40:00,2026-06-01 10:40:00,2003.72,2006.3,1998.87,2001,18842.174,37708586.34395,23796,8175.094,16361344.22767,2235078.192,4478023859.23583984,-2491.986,1214.376,-31.617,2460.369
ETHUSDT,1780278300000,2026-06-01 01:45:00,2026-06-01 10:45:00,2001,2004.25,2000.01,2003.43,8998.397,18013152.08547,15934,5095.401,10200845.47937,2238635.462,4479562852.86553574,1192.405,3557.27,4153.4725,2961.0675
ETHUSDT,1780278600000,2026-06-01 01:50:00,2026-06-01 10:50:00,2003.43,2003.6,1995.19,1996.75,21056.627,42080565.75321,25908,8437.722,16862799.42957,2241467.598,4490753000.58540344,-4181.183,2832.136,741.5445,4922.7275
ETHUSDT,1780278900000,2026-06-01 01:55:00,2026-06-01 10:55:00,1996.76,1996.76,1993.08,1994.02,23912.429,47704009.75544,33433,10171.454,20290860.7088,2242842.013,4478394789.45775032,-3569.521,1374.415,-410.3455,3159.1755
ETHUSDT,1780279200000,2026-06-01 02:00:00,2026-06-01 11:00:00,1994.01,1996.99,1990.09,1996.31,32899.43,65579034.74461,41920,15898.536,31697309.22944,2247657.143,4481873296.28485966,-1102.358,4815.13,4263.951,5366.309
ETHUSDT,1780279500000,2026-06-01 02:05:00,2026-06-01 11:05:00,1996.31,2004.13,1996.3,2003.2,20882.599,41772117.23919,26976,14234.106,28469839.85946,2247969.067,4488650741.07247257,7585.613,311.924,4104.7305,-3480.8825
ETHUSDT,1780279800000,2026-06-01 02:10:00,2026-06-01 11:10:00,2003.21,2005.52,2002.21,2004.47,13179.931,26407068.5579,15347,7614.349,15254994.90397,2245667.12,4498228438.05840015,2048.767,-2301.947,-1277.5635,-3326.3305
ETHUSDT,1780280100000,2026-06-01 02:15:00,2026-06-01 11:15:00,2004.46,2005,2001.57,2002.76,10315.84,20664804.61915,14482,5350.897,10718841.17151,2244477.024,4499947948.83789635,385.954,-1190.096,-997.119,-1383.073
ETHUSDT,1780280400000,2026-06-01 02:20:00,2026-06-01 11:20:00,2002.76,2005.17,2002.08,2003.03,5135.419,10288699.56824,9072,2605.045,5219379.20999,2244915.288,4496048991.3477602,74.671,438.264,475.5995,400.9285
ETHUSDT,1780280700000,2026-06-01 02:25:00,2026-06-01 11:25:00,2003.03,2004.17,2002.09,2003.97,6126.429,12272488.045,8712,3554.798,7120586.18888,2245104.175,4496943662.52499962,983.167,188.887,680.4705,-302.6965
ETHUSDT,1780281000000,2026-06-01 02:30:00,2026-06-01 11:30:00,2003.97,2003.98,2001.09,2002.28,3911.247,7830805.94035,8539,1803.8,3611113.75951,2245650.011,4500221467.24533653,-303.647,545.836,394.0125,697.6595
ETHUSDT,1780281300000,2026-06-01 02:35:00,2026-06-01 11:35:00,2002.27,2004.98,2001.41,2004.57,5396.023,10808955.24789,8305,3505.032,7021055.73363,2245234.288,4495587710.17663956,1614.041,-415.723,391.2975,-1222.7435
